,p_val,avg_log2FC,pct.1,pct.2,pct.diff,p_val_adj,cluster,gene
CPT1A,2.56E-21,0.300107849,0.302,0.094,0.208,7.71E-17,pDCs,CPT1A
HLA-DRB1.1,2.68E-21,0.502629066,0.962,0.615,0.347,8.08E-17,pDCs,HLA-DRB1
ZMYM2,2.87E-21,0.407916418,0.484,0.2,0.284,8.65E-17,pDCs,ZMYM2
CSTB.1,2.90E-21,-0.793342444,0.374,0.615,-0.241,8.75E-17,pDCs,CSTB
RGS2,2.95E-21,0.579183477,0.698,0.37,0.328,8.90E-17,pDCs,RGS2
NUP160,3.00E-21,0.303432558,0.297,0.093,0.204,9.06E-17,pDCs,NUP160
AKAP9,3.00E-21,0.520965189,0.687,0.378,0.309,9.06E-17,pDCs,AKAP9
SEPT9.1,3.03E-21,0.463728467,0.676,0.345,0.331,9.14E-17,pDCs,09-Sep
H1FX,3.16E-21,0.529897227,0.582,0.283,0.299,9.55E-17,pDCs,H1FX
TMEM39A,3.22E-21,0.258213936,0.242,0.067,0.175,9.72E-17,pDCs,TMEM39A
FMNL3,3.36E-21,0.299006592,0.28,0.085,0.195,1.01E-16,pDCs,FMNL3
EAF2,3.52E-21,0.273958833,0.286,0.087,0.199,1.06E-16,pDCs,EAF2
KAT2B,3.52E-21,0.250749646,0.258,0.072,0.186,1.06E-16,pDCs,KAT2B
PSMD9,3.55E-21,0.392103729,0.484,0.204,0.28,1.07E-16,pDCs,PSMD9
PYCARD.1,3.57E-21,0.478400851,0.769,0.419,0.35,1.08E-16,pDCs,PYCARD
ARHGEF7,3.78E-21,0.279058318,0.28,0.084,0.196,1.14E-16,pDCs,ARHGEF7
ITGAE,4.18E-21,0.35223456,0.495,0.197,0.298,1.26E-16,pDCs,ITGAE
PLEKHJ1,4.51E-21,0.362114094,0.484,0.197,0.287,1.36E-16,pDCs,PLEKHJ1
MED30,4.63E-21,0.340650313,0.429,0.164,0.265,1.40E-16,pDCs,MED30
MIIP,5.03E-21,0.375648637,0.341,0.121,0.22,1.52E-16,pDCs,MIIP
VPS36,5.04E-21,0.428317049,0.473,0.202,0.271,1.52E-16,pDCs,VPS36
POLD2,5.32E-21,0.261963376,0.313,0.1,0.213,1.60E-16,pDCs,POLD2
RBM6,5.82E-21,0.41634668,0.544,0.241,0.303,1.75E-16,pDCs,RBM6
MAP4K1,6.04E-21,0.254685904,0.302,0.092,0.21,1.82E-16,pDCs,MAP4K1
CSF2RA.1,6.07E-21,0.390098209,0.429,0.168,0.261,1.83E-16,pDCs,CSF2RA
ATF7IP,6.66E-21,0.338406356,0.434,0.162,0.272,2.01E-16,pDCs,ATF7IP
LARS,6.90E-21,0.37312144,0.451,0.18,0.271,2.08E-16,pDCs,LARS
GRSF1,7.08E-21,0.376761926,0.445,0.181,0.264,2.14E-16,pDCs,GRSF1
ASPH.1,7.65E-21,0.344068422,0.346,0.122,0.224,2.31E-16,pDCs,ASPH
SKAP2,7.77E-21,0.44717035,0.604,0.287,0.317,2.34E-16,pDCs,SKAP2
MGME1,8.60E-21,0.28163332,0.302,0.096,0.206,2.59E-16,pDCs,MGME1
EIF3L,8.91E-21,0.466733689,0.764,0.441,0.323,2.69E-16,pDCs,EIF3L
SPON2,9.19E-21,0.262762172,0.291,0.086,0.205,2.77E-16,pDCs,SPON2
GATAD2B,1.08E-20,0.300402817,0.363,0.126,0.237,3.25E-16,pDCs,GATAD2B
DMXL1,1.09E-20,0.279477843,0.313,0.102,0.211,3.29E-16,pDCs,DMXL1
BET1,1.33E-20,0.308512929,0.33,0.112,0.218,4.00E-16,pDCs,BET1
MDM4,1.44E-20,0.473666223,0.582,0.282,0.3,4.35E-16,pDCs,MDM4
OAS1,1.47E-20,0.346828488,0.396,0.147,0.249,4.44E-16,pDCs,OAS1
ATP2B4,1.56E-20,0.315095527,0.368,0.128,0.24,4.69E-16,pDCs,ATP2B4
CD3D.1,2.21E-20,-0.972781985,0.044,0.377,-0.333,6.68E-16,pDCs,CD3D
ZFP36L1.1,2.24E-20,-0.758496261,0.302,0.578,-0.276,6.76E-16,pDCs,ZFP36L1
ABCE1,2.38E-20,0.334444206,0.412,0.157,0.255,7.17E-16,pDCs,ABCE1
KIAA0100,2.71E-20,0.343274848,0.308,0.103,0.205,8.17E-16,pDCs,KIAA0100
SLC39A10,3.00E-20,0.312598827,0.363,0.127,0.236,9.07E-16,pDCs,SLC39A10
BCL2L11,3.04E-20,0.412473947,0.33,0.116,0.214,9.17E-16,pDCs,BCL2L11
BID,3.08E-20,0.384081243,0.5,0.213,0.287,9.31E-16,pDCs,BID
DGKZ,3.14E-20,0.393303364,0.478,0.2,0.278,9.48E-16,pDCs,DGKZ
RASGRP2.1,3.77E-20,0.329941807,0.429,0.16,0.269,1.14E-15,pDCs,RASGRP2
HMGN1,3.80E-20,0.422813949,0.879,0.609,0.27,1.15E-15,pDCs,HMGN1
PSMA2,3.91E-20,0.445170918,0.731,0.398,0.333,1.18E-15,pDCs,PSMA2
MYDGF.1,3.98E-20,0.43295798,0.665,0.331,0.334,1.20E-15,pDCs,MYDGF
IFI44L.1,4.15E-20,0.465792264,0.363,0.135,0.228,1.25E-15,pDCs,IFI44L
COPG1,4.18E-20,0.289510361,0.357,0.126,0.231,1.26E-15,pDCs,COPG1
PDPK1,4.98E-20,0.31337386,0.341,0.119,0.222,1.50E-15,pDCs,PDPK1
CCS,5.26E-20,0.359488808,0.412,0.162,0.25,1.59E-15,pDCs,CCS
LHFPL2.1,5.78E-20,0.337861099,0.335,0.117,0.218,1.74E-15,pDCs,LHFPL2
LGALS3.1,6.10E-20,-0.843661416,0.11,0.427,-0.317,1.84E-15,pDCs,LGALS3
SVIP,6.43E-20,0.412926838,0.484,0.206,0.278,1.94E-15,pDCs,SVIP
GLO1,9.11E-20,0.365696517,0.478,0.203,0.275,2.75E-15,pDCs,GLO1
COPA,1.09E-19,0.386154452,0.522,0.232,0.29,3.30E-15,pDCs,COPA
PSMA3,1.33E-19,0.414948135,0.626,0.312,0.314,4.00E-15,pDCs,PSMA3
ZNF22,1.34E-19,0.353285202,0.412,0.163,0.249,4.04E-15,pDCs,ZNF22
GALNT7,1.73E-19,0.281773842,0.258,0.079,0.179,5.23E-15,pDCs,GALNT7
ISCA2,1.76E-19,0.347859683,0.434,0.178,0.256,5.31E-15,pDCs,ISCA2
COPZ1,1.77E-19,0.391572788,0.588,0.28,0.308,5.33E-15,pDCs,COPZ1
HRH2,1.87E-19,0.25531387,0.28,0.087,0.193,5.64E-15,pDCs,HRH2
PBRM1,2.22E-19,0.380355178,0.445,0.185,0.26,6.71E-15,pDCs,PBRM1
SPART,2.37E-19,0.300952673,0.357,0.129,0.228,7.16E-15,pDCs,SPART
ARF4,2.57E-19,0.400085679,0.615,0.298,0.317,7.75E-15,pDCs,ARF4
COX7A2L,2.66E-19,0.432217976,0.742,0.423,0.319,8.02E-15,pDCs,COX7A2L
RNF144B,2.85E-19,0.322117934,0.346,0.123,0.223,8.59E-15,pDCs,RNF144B
AC103591.3,3.08E-19,0.396885917,0.363,0.134,0.229,9.29E-15,pDCs,AC103591.3
MAPRE2,3.42E-19,0.318436265,0.368,0.136,0.232,1.03E-14,pDCs,MAPRE2
RBM7,3.56E-19,0.296963282,0.341,0.121,0.22,1.07E-14,pDCs,RBM7
PPP1R10,3.80E-19,0.390905072,0.588,0.27,0.318,1.15E-14,pDCs,PPP1R10
MIB2,3.99E-19,0.295347368,0.275,0.086,0.189,1.20E-14,pDCs,MIB2
SRRM2,4.05E-19,0.449026255,0.786,0.446,0.34,1.22E-14,pDCs,SRRM2
RDH14,4.21E-19,0.292507515,0.341,0.121,0.22,1.27E-14,pDCs,RDH14
ZDHHC24,4.68E-19,0.300325996,0.341,0.123,0.218,1.41E-14,pDCs,ZDHHC24
PABPC1,4.78E-19,0.341303994,0.951,0.79,0.161,1.44E-14,pDCs,PABPC1
ARHGAP5,5.02E-19,0.300326688,0.319,0.11,0.209,1.51E-14,pDCs,ARHGAP5
AKAP17A,5.26E-19,0.333841362,0.385,0.146,0.239,1.59E-14,pDCs,AKAP17A
JUN.1,5.88E-19,-0.76586951,0.203,0.529,-0.326,1.77E-14,pDCs,JUN
KLF13.1,6.16E-19,0.438168594,0.495,0.219,0.276,1.86E-14,pDCs,KLF13
IKZF1.1,6.39E-19,0.454294719,0.698,0.377,0.321,1.93E-14,pDCs,IKZF1
MARCH1.1,6.44E-19,0.389001712,0.489,0.214,0.275,1.94E-14,pDCs,01-Mar
MGA,8.75E-19,0.279431229,0.297,0.098,0.199,2.64E-14,pDCs,MGA
SLA,8.76E-19,-0.724575461,0.11,0.42,-0.31,2.64E-14,pDCs,SLA
GIMAP7.1,9.35E-19,-0.770719656,0.027,0.344,-0.317,2.82E-14,pDCs,GIMAP7
KIF5B,9.36E-19,0.424110098,0.654,0.337,0.317,2.82E-14,pDCs,KIF5B
SEC61A1,1.04E-18,0.364250154,0.418,0.173,0.245,3.15E-14,pDCs,SEC61A1
DTWD1,1.07E-18,0.278397494,0.264,0.083,0.181,3.22E-14,pDCs,DTWD1
ATAD2B,1.38E-18,0.286384068,0.286,0.094,0.192,4.16E-14,pDCs,ATAD2B
AC004687.1,1.43E-18,0.370661993,0.478,0.204,0.274,4.32E-14,pDCs,AC004687.1
PPIA,1.53E-18,0.334739912,0.967,0.795,0.172,4.61E-14,pDCs,PPIA
CLTC.1,1.61E-18,0.397032175,0.544,0.253,0.291,4.86E-14,pDCs,CLTC
CTBP1,2.16E-18,0.344506562,0.434,0.18,0.254,6.52E-14,pDCs,CTBP1
GLRX5,2.34E-18,0.343555101,0.418,0.171,0.247,7.05E-14,pDCs,GLRX5
PCMTD1,2.47E-18,0.431530077,0.489,0.224,0.265,7.46E-14,pDCs,PCMTD1
CAPRIN1,2.50E-18,0.382147706,0.462,0.205,0.257,7.55E-14,pDCs,CAPRIN1
SPN,2.51E-18,0.368364321,0.527,0.234,0.293,7.58E-14,pDCs,SPN
CDKN1A.1,2.58E-18,0.378266406,0.445,0.186,0.259,7.79E-14,pDCs,CDKN1A
LYZ.1,2.67E-18,-1.115737864,0.214,0.481,-0.267,8.06E-14,pDCs,LYZ
SRP72,2.84E-18,0.39783808,0.527,0.251,0.276,8.57E-14,pDCs,SRP72
TNKS2,3.04E-18,0.354085703,0.396,0.16,0.236,9.17E-14,pDCs,TNKS2
LYN,3.08E-18,0.38295753,0.577,0.278,0.299,9.28E-14,pDCs,LYN
SNX3.1,3.09E-18,0.420338392,0.83,0.541,0.289,9.31E-14,pDCs,SNX3
GMCL1,3.46E-18,0.295533797,0.319,0.111,0.208,1.04E-13,pDCs,GMCL1
ZNF428,3.55E-18,0.359071643,0.5,0.222,0.278,1.07E-13,pDCs,ZNF428
RTRAF,4.37E-18,0.396612499,0.769,0.422,0.347,1.32E-13,pDCs,RTRAF
IL16.1,5.04E-18,0.347444151,0.5,0.216,0.284,1.52E-13,pDCs,IL16
SEPT6.1,5.16E-18,0.416410979,0.692,0.357,0.335,1.56E-13,pDCs,06-Sep
ID2,6.04E-18,-0.697301189,0.192,0.503,-0.311,1.82E-13,pDCs,ID2
NUMA1,6.57E-18,0.362704596,0.39,0.157,0.233,1.98E-13,pDCs,NUMA1
HLA-DOA.1,7.89E-18,0.294185227,0.313,0.11,0.203,2.38E-13,pDCs,HLA-DOA
ANKRD12.1,7.93E-18,0.484049881,0.747,0.485,0.262,2.39E-13,pDCs,ANKRD12
TUT4,7.93E-18,0.370757191,0.484,0.213,0.271,2.39E-13,pDCs,TUT4
TRIP11,8.04E-18,0.368796658,0.39,0.158,0.232,2.43E-13,pDCs,TRIP11
OXR1,8.07E-18,0.305690208,0.352,0.133,0.219,2.43E-13,pDCs,OXR1
ITPR1,8.21E-18,0.272117639,0.335,0.121,0.214,2.48E-13,pDCs,ITPR1
CSNK1G2,8.93E-18,0.320714848,0.396,0.156,0.24,2.70E-13,pDCs,CSNK1G2
SMCO4.1,1.04E-17,0.332099948,0.418,0.174,0.244,3.14E-13,pDCs,SMCO4
BEX4,1.18E-17,0.367016553,0.467,0.207,0.26,3.56E-13,pDCs,BEX4
STARD7,1.22E-17,0.321759909,0.423,0.177,0.246,3.68E-13,pDCs,STARD7
PIM2.1,1.27E-17,0.302664404,0.368,0.135,0.233,3.82E-13,pDCs,PIM2
COPE,1.27E-17,0.409314031,0.802,0.526,0.276,3.84E-13,pDCs,COPE
TOP2B,1.39E-17,0.36201142,0.396,0.164,0.232,4.18E-13,pDCs,TOP2B
ZNF791,1.39E-17,0.267495851,0.396,0.151,0.245,4.20E-13,pDCs,ZNF791
DBI.1,1.44E-17,0.427016829,0.868,0.565,0.303,4.36E-13,pDCs,DBI
LPIN1,1.55E-17,0.465893401,0.368,0.152,0.216,4.67E-13,pDCs,LPIN1
BAD,1.60E-17,0.282707395,0.357,0.137,0.22,4.82E-13,pDCs,BAD
CST7.1,1.61E-17,-0.829194642,0.011,0.308,-0.297,4.85E-13,pDCs,CST7
ADD1,1.84E-17,0.37723787,0.456,0.203,0.253,5.54E-13,pDCs,ADD1
TMEM14B,1.87E-17,0.374649338,0.692,0.358,0.334,5.66E-13,pDCs,TMEM14B
CD2.1,1.91E-17,-0.870378212,0.088,0.38,-0.292,5.76E-13,pDCs,CD2
RAB4B,2.09E-17,0.284553325,0.352,0.133,0.219,6.31E-13,pDCs,RAB4B
APRT,2.17E-17,0.408201615,0.841,0.547,0.294,6.55E-13,pDCs,APRT
DCUN1D1,2.25E-17,0.254139347,0.346,0.129,0.217,6.78E-13,pDCs,DCUN1D1
FYTTD1,2.32E-17,0.397200294,0.412,0.18,0.232,6.99E-13,pDCs,FYTTD1
RRAGC,2.33E-17,0.300757642,0.341,0.129,0.212,7.04E-13,pDCs,RRAGC
ELP2,2.52E-17,0.308340337,0.341,0.128,0.213,7.62E-13,pDCs,ELP2
RERE,2.69E-17,0.306213988,0.341,0.128,0.213,8.11E-13,pDCs,RERE
CEBPD.1,3.01E-17,-0.818239772,0.066,0.357,-0.291,9.07E-13,pDCs,CEBPD
ARFGAP3,3.24E-17,0.309973978,0.412,0.17,0.242,9.77E-13,pDCs,ARFGAP3
NDUFA9,3.50E-17,0.288199286,0.412,0.17,0.242,1.06E-12,pDCs,NDUFA9
NDUFA7,3.69E-17,0.338399298,0.489,0.221,0.268,1.11E-12,pDCs,NDUFA7
SUPT5H,3.88E-17,0.365123522,0.407,0.175,0.232,1.17E-12,pDCs,SUPT5H
ANAPC5,3.96E-17,0.342992329,0.516,0.237,0.279,1.19E-12,pDCs,ANAPC5
RPS5.1,4.07E-17,0.28315358,0.995,0.867,0.128,1.23E-12,pDCs,RPS5
HIST1H1C,4.29E-17,0.389177159,0.385,0.158,0.227,1.30E-12,pDCs,HIST1H1C
ARL4C,4.44E-17,0.428956949,0.621,0.305,0.316,1.34E-12,pDCs,ARL4C
IFITM1.1,4.55E-17,-0.797588022,0.049,0.346,-0.297,1.37E-12,pDCs,IFITM1
SRP19,5.00E-17,0.362467643,0.505,0.237,0.268,1.51E-12,pDCs,SRP19
POLR2A,5.26E-17,0.368425942,0.434,0.19,0.244,1.59E-12,pDCs,POLR2A
C8orf59,5.85E-17,0.409173365,0.72,0.41,0.31,1.76E-12,pDCs,C8orf59
CHMP4B,6.16E-17,0.368167966,0.566,0.279,0.287,1.86E-12,pDCs,CHMP4B
TMEM63A,6.17E-17,0.269570816,0.286,0.098,0.188,1.86E-12,pDCs,TMEM63A
USF3,6.80E-17,0.260824919,0.231,0.071,0.16,2.05E-12,pDCs,USF3
ESD,6.91E-17,0.364136966,0.571,0.285,0.286,2.08E-12,pDCs,ESD
HM13.1,6.96E-17,0.383688453,0.544,0.268,0.276,2.10E-12,pDCs,HM13
SUGT1,6.96E-17,0.349755494,0.456,0.207,0.249,2.10E-12,pDCs,SUGT1
TMA16,7.58E-17,0.289364432,0.335,0.127,0.208,2.29E-12,pDCs,TMA16
MTPN,7.89E-17,0.410259152,0.643,0.352,0.291,2.38E-12,pDCs,MTPN
GNAS,8.51E-17,0.454315277,0.819,0.603,0.216,2.57E-12,pDCs,GNAS
02-Sep,8.70E-17,0.410938328,0.643,0.352,0.291,2.63E-12,pDCs,02-Sep
MT2A.1,9.64E-17,-0.725757262,0.346,0.569,-0.223,2.91E-12,pDCs,MT2A
IKBKB,1.00E-16,0.289700171,0.341,0.13,0.211,3.02E-12,pDCs,IKBKB
TIMP1.1,1.04E-16,-0.706414411,0.22,0.499,-0.279,3.12E-12,pDCs,TIMP1
TBC1D9,1.06E-16,0.264348686,0.247,0.081,0.166,3.20E-12,pDCs,TBC1D9
PTPMT1,1.07E-16,0.321961539,0.418,0.179,0.239,3.23E-12,pDCs,PTPMT1
COMMD3,1.14E-16,0.354416949,0.473,0.217,0.256,3.43E-12,pDCs,COMMD3
GPN3,1.14E-16,0.256097238,0.319,0.118,0.201,3.44E-12,pDCs,GPN3
RPL10A.1,1.18E-16,0.268190358,0.989,0.881,0.108,3.56E-12,pDCs,RPL10A
CD68.1,1.28E-16,0.340657768,0.742,0.337,0.405,3.87E-12,pDCs,CD68
RPL7A.1,1.30E-16,0.290291432,1,0.89,0.11,3.93E-12,pDCs,RPL7A
SMG7,1.31E-16,0.258622635,0.302,0.108,0.194,3.95E-12,pDCs,SMG7
VDAC3,1.34E-16,0.36734065,0.533,0.261,0.272,4.04E-12,pDCs,VDAC3
GTF3A,1.38E-16,0.406561852,0.747,0.44,0.307,4.17E-12,pDCs,GTF3A
CTSZ.1,1.48E-16,0.432183163,0.681,0.365,0.316,4.48E-12,pDCs,CTSZ
GLCCI1,1.52E-16,0.266166501,0.258,0.084,0.174,4.58E-12,pDCs,GLCCI1
MKKS,1.61E-16,0.300499895,0.341,0.132,0.209,4.87E-12,pDCs,MKKS
UTRN,1.87E-16,0.39323263,0.484,0.225,0.259,5.65E-12,pDCs,UTRN
DHRS7,1.95E-16,0.407625285,0.681,0.386,0.295,5.88E-12,pDCs,DHRS7
SYNGR2.1,2.01E-16,0.392452951,0.648,0.347,0.301,6.06E-12,pDCs,SYNGR2
PCM1,2.17E-16,0.405566882,0.544,0.275,0.269,6.54E-12,pDCs,PCM1
UTP6,2.49E-16,0.273582877,0.341,0.132,0.209,7.52E-12,pDCs,UTP6
BST2.1,2.57E-16,0.432378234,0.758,0.472,0.286,7.77E-12,pDCs,BST2
SELENOF,2.96E-16,0.399820372,0.714,0.434,0.28,8.92E-12,pDCs,SELENOF
USP36,2.98E-16,0.283531583,0.308,0.112,0.196,9.00E-12,pDCs,USP36
METTL7A,3.04E-16,0.301904912,0.363,0.145,0.218,9.17E-12,pDCs,METTL7A
PPP1R15A,3.07E-16,0.413506184,0.709,0.381,0.328,9.26E-12,pDCs,PPP1R15A
TMCO1,3.40E-16,0.383639265,0.676,0.373,0.303,1.03E-11,pDCs,TMCO1
DAPP1,3.56E-16,0.285738107,0.368,0.147,0.221,1.07E-11,pDCs,DAPP1
LUC7L3.1,3.63E-16,0.410936118,0.725,0.434,0.291,1.10E-11,pDCs,LUC7L3
ANKRD10,3.90E-16,0.3448914,0.467,0.216,0.251,1.18E-11,pDCs,ANKRD10
LSM4,4.01E-16,0.385377879,0.588,0.308,0.28,1.21E-11,pDCs,LSM4
RPN1.1,4.98E-16,0.334760682,0.538,0.259,0.279,1.50E-11,pDCs,RPN1
EP300,5.60E-16,0.306380391,0.412,0.174,0.238,1.69E-11,pDCs,EP300
ACYP2,5.70E-16,0.259003529,0.313,0.117,0.196,1.72E-11,pDCs,ACYP2
IL6ST,5.91E-16,0.36015873,0.396,0.171,0.225,1.78E-11,pDCs,IL6ST
U2AF1,6.01E-16,0.430317531,0.495,0.242,0.253,1.81E-11,pDCs,U2AF1
PCF11,6.21E-16,0.345968466,0.456,0.206,0.25,1.87E-11,pDCs,PCF11
VPS51,6.28E-16,0.310760076,0.423,0.182,0.241,1.89E-11,pDCs,VPS51
EIF3A,6.30E-16,0.40596606,0.643,0.352,0.291,1.90E-11,pDCs,EIF3A
NDUFV2,6.34E-16,0.416711682,0.692,0.428,0.264,1.91E-11,pDCs,NDUFV2
CCAR1,6.69E-16,0.355116283,0.451,0.209,0.242,2.02E-11,pDCs,CCAR1
ATF5.1,6.72E-16,0.306381211,0.33,0.127,0.203,2.03E-11,pDCs,ATF5
ATXN7L3B,6.87E-16,0.259494662,0.313,0.116,0.197,2.07E-11,pDCs,ATXN7L3B
PNISR.1,7.02E-16,0.398751995,0.841,0.573,0.268,2.12E-11,pDCs,PNISR
TTC37,7.18E-16,0.324015877,0.368,0.153,0.215,2.17E-11,pDCs,TTC37
RNF126,7.19E-16,0.318724662,0.396,0.168,0.228,2.17E-11,pDCs,RNF126
VAV3,7.56E-16,0.252976284,0.286,0.101,0.185,2.28E-11,pDCs,VAV3
MAGT1,8.72E-16,0.272026582,0.368,0.149,0.219,2.63E-11,pDCs,MAGT1
FAM96B,9.05E-16,0.374279618,0.714,0.404,0.31,2.73E-11,pDCs,FAM96B
PEBP1,9.13E-16,0.405988616,0.758,0.468,0.29,2.75E-11,pDCs,PEBP1
U2AF1L4,9.34E-16,0.264749208,0.319,0.119,0.2,2.82E-11,pDCs,U2AF1L4
SLC35C2,9.38E-16,0.286410445,0.313,0.12,0.193,2.83E-11,pDCs,SLC35C2
UBE2G2,9.64E-16,0.303641397,0.401,0.171,0.23,2.91E-11,pDCs,UBE2G2
HLA-DQB1.1,1.09E-15,0.416207904,0.841,0.471,0.37,3.30E-11,pDCs,HLA-DQB1
YTHDF2,1.13E-15,0.29557289,0.495,0.226,0.269,3.40E-11,pDCs,YTHDF2
EDF1,1.26E-15,0.345262559,0.907,0.667,0.24,3.82E-11,pDCs,EDF1
TMEM107,1.45E-15,0.365775988,0.407,0.181,0.226,4.39E-11,pDCs,TMEM107
ORAI2,1.51E-15,0.276989958,0.368,0.148,0.22,4.55E-11,pDCs,ORAI2
GPAA1,1.52E-15,0.293910501,0.385,0.162,0.223,4.58E-11,pDCs,GPAA1
BORCS7,1.53E-15,0.281016704,0.357,0.145,0.212,4.62E-11,pDCs,BORCS7
ITGB2.1,1.53E-15,-0.606807878,0.418,0.585,-0.167,4.62E-11,pDCs,ITGB2
ARF3,1.59E-15,0.294316359,0.473,0.215,0.258,4.79E-11,pDCs,ARF3
TMX3,1.62E-15,0.268946728,0.319,0.123,0.196,4.89E-11,pDCs,TMX3
SH3KBP1,1.67E-15,0.387889079,0.626,0.341,0.285,5.03E-11,pDCs,SH3KBP1
DDX17,1.68E-15,0.423136261,0.769,0.527,0.242,5.07E-11,pDCs,DDX17
ZFP36,1.69E-15,0.388529285,0.907,0.661,0.246,5.11E-11,pDCs,ZFP36
PRRC2A,1.85E-15,0.276001606,0.368,0.15,0.218,5.59E-11,pDCs,PRRC2A
ITPR2,1.86E-15,0.309992472,0.379,0.158,0.221,5.60E-11,pDCs,ITPR2
OST4,1.90E-15,0.293195972,0.912,0.774,0.138,5.74E-11,pDCs,OST4
NDUFAB1,1.98E-15,0.372993102,0.648,0.351,0.297,5.98E-11,pDCs,NDUFAB1
MIS18BP1,2.04E-15,0.402481238,0.495,0.243,0.252,6.16E-11,pDCs,MIS18BP1
RFTN1,2.09E-15,0.300662185,0.297,0.11,0.187,6.31E-11,pDCs,RFTN1
IREB2,2.12E-15,0.310180634,0.341,0.139,0.202,6.38E-11,pDCs,IREB2
SMARCE1,2.13E-15,0.33630072,0.473,0.223,0.25,6.42E-11,pDCs,SMARCE1
ILF2,2.31E-15,0.348007809,0.544,0.275,0.269,6.97E-11,pDCs,ILF2
CHRAC1,2.35E-15,0.268955691,0.324,0.127,0.197,7.10E-11,pDCs,CHRAC1
ATP5F1A,2.40E-15,0.39858606,0.714,0.419,0.295,7.23E-11,pDCs,ATP5F1A
DOCK2,2.43E-15,0.34646299,0.5,0.24,0.26,7.33E-11,pDCs,DOCK2
DDIT4,2.49E-15,0.439005469,0.819,0.528,0.291,7.52E-11,pDCs,DDIT4
MLF2,2.72E-15,0.342637762,0.511,0.255,0.256,8.22E-11,pDCs,MLF2
INTS10,2.80E-15,0.323153615,0.357,0.151,0.206,8.44E-11,pDCs,INTS10
DNAJC1,2.93E-15,0.312902421,0.456,0.206,0.25,8.83E-11,pDCs,DNAJC1
MRPS10,3.10E-15,0.28671909,0.385,0.163,0.222,9.36E-11,pDCs,MRPS10
EIF2S2,3.13E-15,0.40060299,0.703,0.416,0.287,9.44E-11,pDCs,EIF2S2
SYS1,3.15E-15,0.281561788,0.363,0.149,0.214,9.52E-11,pDCs,SYS1
MAN2B1.1,3.44E-15,0.319825015,0.39,0.17,0.22,1.04E-10,pDCs,MAN2B1
GNB1,3.74E-15,0.37446449,0.593,0.318,0.275,1.13E-10,pDCs,GNB1
BPTF,3.98E-15,0.399525686,0.566,0.293,0.273,1.20E-10,pDCs,BPTF
NANS.1,4.16E-15,0.3008253,0.423,0.187,0.236,1.26E-10,pDCs,NANS
SELENOH,4.68E-15,0.387380869,0.769,0.508,0.261,1.41E-10,pDCs,SELENOH
SHTN1.1,4.83E-15,0.32554933,0.286,0.11,0.176,1.46E-10,pDCs,SHTN1
PFDN2,5.37E-15,0.368214323,0.665,0.371,0.294,1.62E-10,pDCs,PFDN2
MAP2K3,5.44E-15,0.274717887,0.445,0.197,0.248,1.64E-10,pDCs,MAP2K3
WASF2,5.52E-15,0.390530569,0.621,0.345,0.276,1.66E-10,pDCs,WASF2
RPS10.1,6.02E-15,0.320445854,0.929,0.8,0.129,1.82E-10,pDCs,RPS10
CD47,6.09E-15,0.380027852,0.681,0.392,0.289,1.84E-10,pDCs,CD47
SPCS2,6.15E-15,0.405784824,0.736,0.493,0.243,1.86E-10,pDCs,SPCS2
MCTS1,6.19E-15,0.319345467,0.489,0.234,0.255,1.87E-10,pDCs,MCTS1
PDIA3,6.50E-15,0.38587366,0.775,0.503,0.272,1.96E-10,pDCs,PDIA3
POP5,6.75E-15,0.272337717,0.379,0.16,0.219,2.04E-10,pDCs,POP5
SET,7.53E-15,0.40797171,0.753,0.489,0.264,2.27E-10,pDCs,SET
OTUD6B-AS1,7.88E-15,0.316613734,0.445,0.202,0.243,2.38E-10,pDCs,OTUD6B-AS1
PHB2,7.91E-15,0.358500508,0.566,0.296,0.27,2.39E-10,pDCs,PHB2
DNAJB11,8.17E-15,0.302638264,0.429,0.195,0.234,2.46E-10,pDCs,DNAJB11
NCOA3,8.63E-15,0.308551664,0.407,0.179,0.228,2.60E-10,pDCs,NCOA3
DDB1,9.18E-15,0.255584505,0.379,0.159,0.22,2.77E-10,pDCs,DDB1
NDUFC2,9.45E-15,0.381232306,0.714,0.414,0.3,2.85E-10,pDCs,NDUFC2
EEF2,1.01E-14,0.336096746,0.929,0.719,0.21,3.04E-10,pDCs,EEF2
DAB2.1,1.06E-14,0.310573577,0.429,0.186,0.243,3.19E-10,pDCs,DAB2
NOP58,1.06E-14,0.337140114,0.434,0.201,0.233,3.19E-10,pDCs,NOP58
CNTRL,1.06E-14,0.282409325,0.44,0.195,0.245,3.21E-10,pDCs,CNTRL
REL,1.08E-14,0.381709222,0.615,0.319,0.296,3.26E-10,pDCs,REL
KLC1,1.16E-14,0.259713937,0.324,0.129,0.195,3.50E-10,pDCs,KLC1
SMU1,1.18E-14,0.332368358,0.357,0.155,0.202,3.57E-10,pDCs,SMU1
DDX5.1,1.20E-14,0.30028645,0.962,0.834,0.128,3.61E-10,pDCs,DDX5
EMB.1,1.24E-14,0.300559039,0.571,0.269,0.302,3.74E-10,pDCs,EMB
GTF2E2,1.25E-14,0.257142415,0.324,0.129,0.195,3.77E-10,pDCs,GTF2E2
DDX27,1.28E-14,0.278997841,0.44,0.197,0.243,3.86E-10,pDCs,DDX27
PUM1,1.33E-14,0.303431119,0.429,0.192,0.237,4.00E-10,pDCs,PUM1
